zip_code,total,white,black,indigenous,asian,latino,other,multiracial,white_percent
92122,47331,23378,1393,146,15463,4836,231,1816,0.4939257569035093
92123,31028,14786,2303,81,4788,6915,7,1853,0.4765373211293026
92124,32126,18824,1786,72,4117,5225,67,1881,0.5859428500280147
92126,81883,22509,3539,173,38086,11701,338,4893,0.27489222427121623
92127,45980,23518,690,158,14059,4936,0,2619,0.5114832535885168
92128,50473,29067,1281,28,11590,5611,213,2386,0.5758920611019753
92129,54577,26790,1390,163,16489,6412,105,2944,0.4908661157630504
92130,54495,31060,1182,13,15659,4042,211,2328,0.5699605468391595
92131,34414,19797,629,23,9089,3392,28,1432,0.5752600685767421
92132,0,0,0,0,0,0,0,0,
92134,258,85,75,0,11,78,5,4,0.32945736434108525
92135,944,581,110,6,47,142,18,22,0.6154661016949152
92139,36836,4592,4692,30,10268,14974,45,1687,0.12466065805190575
92140,3348,2118,289,29,43,780,0,89,0.6326164874551972
92145,2159,1055,77,0,600,323,0,48,0.4886521537748958
92147,562,347,99,0,14,92,0,0,0.6174377224199288
92154,87218,10636,4700,160,10315,58818,57,1972,0.12194730445550231
92155,486,226,83,2,44,129,0,0,0.46502057613168724
92173,31728,980,148,12,420,30002,0,166,0.030887544125063036
92201,64283,13018,1727,63,1100,47830,0,477,0.2025107726770686
92203,30945,14266,566,214,1200,14185,15,499,0.461011471966392
92210,5060,4533,54,0,223,191,0,59,0.8958498023715415
92211,25015,19498,400,22,873,3301,29,881,0.7794523286028383
92220,33016,12794,2764,1193,1870,13684,224,463,0.38750908650351346
92222,0,0,0,0,0,0,0,0,
92223,52129,22957,2985,476,3770,20670,240,914,0.4403882675669973
92225,21966,6126,2509,29,426,12359,13,440,0.27888555039606666
92227,27358,4270,274,56,325,21987,69,324,0.15607866072081292
92230,3962,1326,74,290,0,2220,0,52,0.3346794548207976
92231,40054,689,75,18,251,38987,0,34,0.017201777600239675
92233,7653,531,1064,29,52,5876,0,79,0.06938455507644062
92234,53717,16791,1492,154,2425,31915,108,801,0.31258260885753114
